process_id,state_name,state_code_lgd,district_name,district_code_lgd,type_of_project,ngo_name,ngo_address,ngo_unique_id,project_id,project_address,scheme_project_name,scheme_project_id,form_type,acknowledgement_number,financial_year,applied_date,male_count,female_count,others_count
61435,HARYANA,6,SIRSA,74,c,HARYANA STATE COUNCIL FOR CHILD WALFARE DISTT BRANCH SIRSA,DISTRICT COUNCIL FOR CHILD WALFARE (BARNALA ROAD) BALBHAWAN SIRSA125055,CH/2016/0100035,DR/HR/SRS/00683,"ROOM NO 4 , GROUND FLOOR , BAL BHAWAN SIRSA , OPP GOVT WOMEN COLLAGE, dccw, BARNAL ROAD , SIRSA",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,HR/HR/00001041/DRUGS/05-22/55596,2022-23,5/10/2022,795,405,0
61439,ANDHRA PRADESH,28,VISAKHAPATNAM,520,c,Green Valley Foundation,"Green Valley Foundation,HIG-732, Midilapuri Vuda Colony,Madhurwada,Visakhapatnam-530041, Pin-530041",AP/2016/0104973,DR/AP/VSK/01655,"1-50/9/6, 2nd Floor, Plot No 5,7/9, Opposite Cricket Stadium, Sundar Nagar, Revenue Ward-5,PM Palem, Visakhapatnam",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AP/AP/00003309/DRUGS/05-22/55600,2022-23,5/19/2022,192,0,0
61444,MANIPUR,14,THOUBAL,259,c,Rural Voluntary services,"Wangbal Mayai Leikai, PO Thoubal, Thoubal District, Manipur, PIN 795138",MN/2009/0007510,DR/MN/THB/01108,"Wangbal, Wangbal Mayai Leikai, Near Wangbal Laikol, Thoubal District, Wangbal",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MN/MN/00001431/DRUGS/05-22/55605,2022-23,5/10/2022,1,177,0
61445,KERALA,32,ERNAKULAM,555,c,Malankara Orthodox Syrian Church Medical Mission Hospital,"Malankara Orthodox Syrian Church Medical Mission Hospital
Kolenchery
Ernakulam  Dist
Kerala  682311",KL/2016/0103860,DR/KL/ERN/00259,"643, SECOND FLOOR, It is 26 km away from Ernakulam South Railway Station, KOLENCHERY - NH 49, ERNAKULAM",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KL/KL/00000545/DRUGS/05-22/55606,2022-23,5/9/2022,145,0,0
61446,MAHARASHTRA,27,AHEMADNAGAR,466,c,SHREE DATTA SANSKRUTIK SEVA SANSTHA,"AT PIMPALWADI POST RASHIN TAL KARJAT DIST AHMEDNAGAR, Pin-414403",MH/2017/0119563,DR/MH/AHN/01523,"0, Ground Floor, Rashin, Rashin, Rashin",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00000821/DRUGS/05-22/55607,2022-23,5/10/2022,182,0,0
61449,MADHYA PRADESH,23,REWA,424,c,Nivedita Kalyan Samiti,"13/164 Manas Nagar Rewa 
Pin Code 486001",MP/2009/0018747,DR/MP/REW/01416,"113/14, Ground & First Floor, Building, Near Khushi Girls Hostel , Nipaniya, Govt Ayurved College , Rewa",Outreach and Drop in Centres (ODIC),11,DRUGS,MP/MP/00000536/DRUGS/05-22/55609,2022-23,5/11/2022,4293,80,0
61451,MADHYA PRADESH,23,REWA,424,c,Nivedita Kalyan Samiti,"13/164 Manas Nagar Rewa 
Pin Code 486001",MP/2009/0018747,DR/MP/REW/00128,"9/816/1, Ground & First Floor, Building, Saraswati School, Nirala Nagar , University Road, Rewa",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MP/MP/00000536/DRUGS/05-22/55611,2022-23,5/11/2022,540,1,0
61456,BIHAR,10,DARBHANGA,195,c,Bihar Vikash Parishad,"AT+PO- Bastwara, Distt.- Darbhanga, Bihar - 847428 ",BR/2010/0031300,DR/BR/DBG/01011,"58/229, Ground Floor, Near Garib Nawaz Hospital, Mohammadpur Road, Darbhanga",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,BR/BR/00000580/DRUGS/05-22/55614,2022-23,5/10/2022,205,0,0
61471,MANIPUR,14,JIRIBAM,713,c,YOUTH DEVELOPMENT ORGANISATION,"SAGOLBAND TERA BAZAR,P.O. IMPHAL,District:Imphal West,MANIPUR 795001, Pin-795001",MN/2015/0092669,DR/MN/JRB/00562,"10/45, Ground Floor, PHED, NH 37, Jiribam",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MN/MN/00002756/DRUGS/05-22/55619,2022-23,5/6/2022,367,0,0
61483,PUNJAB,3,LUDHIANA,36,c,DR. DWARKA NATH KOTNIS HEALTH & EDUCATION CENTRE,"Salem Tabri, Pin-141008",PB/2019/0241593,DR/PB/LDH/00567,"LAMCH, GROUND FLOOR, BUILDING, ADJOINING SUIAN WALA HOSPITAL, SALEM TABRI, MAIN ROAD, LUDHIANA",Outreach and Drop in Centres (ODIC),11,DRUGS,PB/PB/00021613/DRUGS/05-22/55621,2022-23,5/10/2022,4014,6,0
61484,KARNATAKA,29,KOPPAL ,543,c,Surabee Mahila Mandali ,"314 3rd Main 1st cross 
S Nijalingappa layout
davangere 577004
karnataka",KA/2014/0074274,DR/KA/KPL/00069,"73/2/A3, Ground floor, Malvi Building, Opposite Madhu Paradise, Pragati Nagara, 1st Cross,, Kinnal Road, Bhagya Nagara,, Koppal",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00001279/DRUGS/05-22/55622,2022-23,5/9/2022,221,0,0
61485,RAJASTHAN,8,GANGANAGAR,100,c,GRAMIN UTTHAN MANAV SANSTHAN,"VILL-MANDI DANTOUR,TALUKA-KHAJUWALA,DIST-BIKANER,RAJASTHAN-334023, Pin-334023",RJ/2009/0013732,DR/RJ/GNG/00295,"1401, GROUND FLOOR, SARASWAT NIWAS, GURUDWARA HOMELAND, HOMELAND CITY SECOND , SURATGARH ROAD GANGANAGAR , GANGANAGAR ",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,RJ/RJ/00002732/DRUGS/05-22/55623,2022-23,5/10/2022,814,396,0
61486,ODISHA,21,PURI,369,c,Association for Voluntary Action AVA,"AVA, At-Dampur, Po-Berboi, Dist-Puri, Pin-752016",OR/2009/0005120,DR/OR/PUR/00701,"435, 2nd, Delang Station Bazar, Panchupala Bazar, PURI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00000009/DRUGS/05-22/55624,2022-23,5/9/2022,179,1,0
61488,RAJASTHAN,8,JALOR,104,c,GRAMIN UTTHAN MANAV SANSTHAN,"VILL-MANDI DANTOUR,TALUKA-KHAJUWALA,DIST-BIKANER,RAJASTHAN-334023, Pin-334023",RJ/2009/0013732,DR/RJ/JLR/00210,"WARD 31, GROUND FLOOR, DINESH KUMAR MALI'S BUILIDING , OPPOSITE GOVERNMENT SCHOOL , RAMDEV COLONY , OPPOSITE GOVERNMENT SCHOOL , JALOR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00002732/DRUGS/05-22/55626,2022-23,5/10/2022,181,3,0
61497,MANIPUR,14,BISHNUPUR,252,c,YOUTH DEVELOPMENT ORGANISATION,"SAGOLBAND TERA BAZAR,P.O. IMPHAL,District:Imphal West,MANIPUR 795001, Pin-795001",MN/2015/0092669,DR/MN/BSH/00572,"23/22, 1st Fioor, Building, SDO Office, Nambol Phoijing Makha, Tiddim Road, Nambol",Outreach and Drop in Centres (ODIC),11,DRUGS,MN/MN/00002756/DRUGS/05-22/55629,2022-23,5/7/2022,482,0,0
61507,MIZORAM,15,AIZAWL,261,c,mizoram social defence  rehabilitation board,"Chaltlang Dawrkawn,AizawlYD-24 Tourist lodge Roadpin-796012, Pin-796012",MZ/2016/0103617,DR/MZ/AIZ/01638,"A-1C/3, 2nd Floor, Apartment, Tourist Lodge, Chaltlang,Mual Veng, Tourist Lodge Road, Aizawl",Outreach and Drop in Centres (ODIC),11,DRUGS,MZ/MZ/00000223/DRUGS/05-22/55637,2022-23,5/5/2022,1308,138,1
61509,MIZORAM,15,CHAMPHAI,262,c,mizoram social defence  rehabilitation board,"Chaltlang Dawrkawn,AizawlYD-24 Tourist lodge Roadpin-796012, Pin-796012",MZ/2016/0103617,DR/MZ/CPH/01588,"YD-24, 3rd Floor, Champhai Jail Veng, Champhai Jail Veng, Champhai",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00000223/DRUGS/05-22/55639,2022-23,5/5/2022,184,1,0
61510,UTTAR PRADESH,9,MORADABAD,171,c,GOPAL DUTT SHIKSHAN SAMITI,"SHARMA NIWAS ,CHAUKHUTIYA, AT RANIKHET ROAD , P.O. GANAI, TEH-CHAUKHUTIYA DISTT-ALMORA, Pin-263656",UA/2011/0047493,DR/UP/MRB/00394,"07, Third, Avas Vikas Buddhi Vihar Phase 2, NEAR SANT MARYS SCHOOL, 7B, DELHI ROAD, MORADABAD",SLCA,12,DRUGS,UP/UR/00002665/DRUGS/05-22/55640,2022-23,5/4/2022,0,0,0
61517,ASSAM,18,LAKHIMPUR,295,c,KHORAPATHAR SANMILITA YUVAK SAMAJ,"KHORAPATHAR SANMILITA YUVAK SAMAJ
VILLAGE AND P.O.-SANDAHKHOWA,PIN - 787054, LAKHIMPUR, ASSAM",AS/2013/0056778,DR/AS/LKP/01337,"NGO, Assam Type Building, Bongalmora Malapindha Road, Dhunaguri Ghat Road, Bongalmora",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AS/AS/00003538/DRUGS/05-22/55647,2022-23,5/11/2022,163,0,0
61530,ODISHA,21,SUNDARGARH,373,c,Association for Voluntary Action AVA,"AVA, At-Dampur, Po-Berboi, Dist-Puri, Pin-752016",OR/2009/0005120,DR/OR/SDG/00500,"4134, 2nd, Sadar Police Station, Bandhapali, Sundargarh",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00000009/DRUGS/05-22/55653,2022-23,5/9/2022,182,0,0
61531,ODISHA,21,KHORDHA,362,c,Association for Voluntary Action AVA,"AVA, At-Dampur, Po-Berboi, Dist-Puri, Pin-752016",OR/2009/0005120,DR/OR/KHD/00510,"16, Ground and 1st floor, Building, Sisupalagarh, Gangotri Nagar Road No-1, Sisupalagarh, Bhubaneswar",SLCA,12,DRUGS,OR/OR/00000009/DRUGS/05-22/55654,2022-23,5/9/2022,9,3,0
61534,RAJASTHAN,8,BARAN,89,c,VINAYAK RESEARCH AND WELFARE SOCIETY KOTA,"B-155 TALWANDI KOTA RAJASTHAN PIN CODE 324001, Pin-000000",RJ/2016/0113142,DR/RJ/BRN/00583,"123, Ground, Building, Near Railway Crossing, Natraj Nagar, Railway Crossing, Baran",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00006343/DRUGS/05-22/55657,2022-23,5/11/2022,231,5,0
61537,UTTAR PRADESH,9,PRAYAGRAJ,120,c,GRAMOTTHAN JAN SEWA SANSTHAN ,"GRAMOTTHAN JAN SEWA SANSTHAN 
82B/4 RASOOLABAD, ALLAHABAD
PIN 211004",UP/2014/0072258,DR/UP/ALB/00482,"184/2 K, GROUND AND 1ST , RASOOLABAD, RASOOLABAD GHAT ROAD , MEHDAURI, RASOOLABAD ROAD , PRAYAGRAJ",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,UP/UP/00003817/DRUGS/05-22/55660,2022-23,5/9/2022,231,0,0
61546,MIZORAM,15,AIZAWL,261,c,mizoram social defence  rehabilitation board,"Chaltlang Dawrkawn,AizawlYD-24 Tourist lodge Roadpin-796012, Pin-796012",MZ/2016/0103617,DR/MZ/AIZ/01541,"H-57, Ground Floors , Near Thingsulthliah Graveyard, Aichalkawn, Thingsulthliah",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00000223/DRUGS/05-22/55669,2022-23,5/5/2022,182,0,0
61559,MANIPUR,14,UKHRUL,260,c,BORN AGAIN REHABILITATION CENTRE,"PHUNGREITANG UKHRUL, UKHRUL DISTRICT, MANIPUR",MN/2014/0075213,DR/MN/UKH/01552,"32, Ground, Yaingangpokpi Keithel, Yaingangpokpi road Ukhrul, Yaingangpokpi Keithel",Outreach and Drop in Centres (ODIC),11,DRUGS,MN/MN/00004690/DRUGS/05-22/55674,2022-23,5/11/2022,361,1,0
61561,ODISHA,21,NUAPADA,368,c,Jana Kalyan Seva Sanstha,"At-Jagati, Po-Nantar, Via-Mahakalapara, Dist-Kendrapara, Pin-754224, Odisha, Pin-754224",OR/2009/0015359,DR/OR/NPD/00262," 413/1678, Ground first floor, Near Govt Hospital, Kotipadar, Khariar",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00001040/DRUGS/05-22/55676,2022-23,5/10/2022,180,0,0
61581,BIHAR,10,PATNA,212,c,Sister Nivedita memorial trust,"Sister Nivedita Memorial trust
c/o Mridula Bhawan, Indira Lane,
New jakkanpur, Patna,Bihar
pin-800001",BR/2009/0013839,DR/BR/PTN/00195,"25 & 27,  Two floor,  Mirdula Bhawan, Laxmi market,  New jakkanpur, Indira lane,, Patna",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,BR/BR/00000221/DRUGS/05-22/55680,2022-23,5/6/2022,183,0,0
61584,BIHAR,10,PATNA,212,c,Sister Nivedita memorial trust,"Sister Nivedita Memorial trust
c/o Mridula Bhawan, Indira Lane,
New jakkanpur, Patna,Bihar
pin-800001",BR/2009/0013839,DR/BR/PTN/00836," 25 &27, Ground & 1st floor, Mirdula Bhawan, Laxmi Market, New Jakkanpur, Indira Lane,   Patna",SLCA,12,DRUGS,BR/BR/00000221/DRUGS/05-22/55683,2022-23,5/6/2022,30,0,0
61589,NAGALAND,13,KOHIMA,245,c,Kripa Foundation,"Mt.carmel church, 81/A, chapel Road,, Bandra (W) Mumbai-400050",NL/2009/0011506,DR/NL/KHM/01649,"2 (B), 2nd , Building, Vishal Mart, High School Junction, High School road, Kohima",Outreach and Drop in Centres (ODIC),11,DRUGS,NL/MH/00003970/DRUGS/05-22/55688,2022-23,5/11/2022,416,385,0
61591,MIZORAM,15,KOLASIB,263,c,Thutak Nunpuitu Team,"Thutak Nunpuitu TeamMuanna Veng, Aizawl, Mizoram796017, Pin-796017",MZ/2017/0115528,DR/MZ/KLS/01145,"10, 1, TNT Building, Near SP Quarters, TNT Mual, Khuangpuilam, Kolasib",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00002096/DRUGS/05-22/55690,2022-23,5/7/2022,337,0,0
61598,NAGALAND,13,KOHIMA,245,c,Kripa Foundation,"Mt.carmel church, 81/A, chapel Road,, Bandra (W) Mumbai-400050",NL/2009/0011506,DR/NL/KHM/00326,"45A, 3, Building, Kohima Bible College, Khikha Ruleizou , below KBC, Kohima",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,NL/MH/00003970/DRUGS/05-22/55695,2022-23,5/11/2022,18,0,0
61601,DELHI,7,SOUTH WEST   ,84,c,Muskan Foundation,"Head Office- WZ-A/1, Shop No. 4, Bodella Market, Vikas Puri, New DelhiProject Site - Plot No. 53, VillageAmberhai, Near Delhi Govt. Health Center, Sector -19, Dwarka, New Delhi- 110075, Pin-110075",DL/2010/0037071,DR/DL/SWD/00227,"Plot No.1, First Floor, Gali No. 5, Near Jhankar Chowk, Qutub Vihar, Phase-I, New Delhi",Outreach and Drop in Centres (ODIC),11,DRUGS,DL/DL/00002155/DRUGS/05-22/55697,2022-23,5/11/2022,4231,44,2
61603,DELHI,7,SOUTH WEST   ,84,c,Muskan Foundation,"Head Office- WZ-A/1, Shop No. 4, Bodella Market, Vikas Puri, New DelhiProject Site - Plot No. 53, VillageAmberhai, Near Delhi Govt. Health Center, Sector -19, Dwarka, New Delhi- 110075, Pin-110075",DL/2010/0037071,DR/DL/SWD/00228,"C-67, First Floor, C-67, Near Community Hall, Sri Chand Colony, C Block, New Delhi",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,DL/DL/00002155/DRUGS/05-22/55699,2022-23,5/11/2022,1259,51,0
61621,TAMIL NADU,33,THOOTHUKUDI,594,c,Childrens Paradise Trust,"57,3rd Main road,Thiruvalluvar Nagar,Erukkancherry, Chennai, Pin-600118",TN/2019/0222638,DR/TN/TUT/00991,"1C/183, ground floor, Near Lucia Blind School, Silverpuram, Town",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00017996/DRUGS/05-22/55708,2022-23,5/6/2022,180,0,0
61625,TAMIL NADU,33,VIRUDHUNAGAR,597,c,NAVAJEEVAN TRUST,"NO.63, RAILWAY PETER ROAD, E.B.COLONY, RAILWAY STATION OPPOSITEARUPPUKOTTAI, Pin-626101",TN/2017/0153064,DR/TN/VIR/00088,"No 3/A, ground floor, building, Aruppukottai New Bus Stand Near, PERKINSPURAM, 3 rd Street, Aruppukottai",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00017754/DRUGS/05-22/55712,2022-23,5/7/2022,180,0,0
61627,ANDHRA PRADESH,28,WEST GODAVARI,523,c,devi educational society,"Devi Educational Societyposta telephone colonysubbarao petaTadepalligudemwest godavari distAndhra Pradeshpin no 534101, Pin-534101",AP/2016/0103133,DR/AP/WGI/01325,"4-33-9/A1, 2nd floor, building, satya sai mandhir, p and t colony4-, satya sai school road, tadepalligudem",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,AP/AP/00005769/DRUGS/05-22/55714,2022-23,5/5/2022,2245,1355,2
61629,ODISHA,21,GANJAM,354,c,NILACHAL SEVA PRATISTHAN,"NILACHAL SEVA PRATISTHAN
BENAGAON (DAYAVIHAR),
P.O. GADASAHI
P.S. KANAS,
DIST PURI
ODISHA- 752017",OR/2009/0005189,DR/OR/GNJ/01615,"374 & 375, First Floor, Double Storyed Building, Near Gouri Sankar Kalyan Mandap, Old Police Line Colony, Naneya Petta Street, Chatrapur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00004297/DRUGS/05-22/55716,2022-23,5/7/2022,180,0,0
61634,ODISHA,21,PURI,369,c,NILACHAL SEVA PRATISTHAN,"NILACHAL SEVA PRATISTHAN
BENAGAON (DAYAVIHAR),
P.O. GADASAHI
P.S. KANAS,
DIST PURI
ODISHA- 752017",OR/2009/0005189,DR/OR/PUR/01520,"2334, First Floor, Near Government Fishery Lane, Khandiabandha Road, Puri",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00004297/DRUGS/05-22/55721,2022-23,5/7/2022,182,0,0
61645,RAJASTHAN,8,BARMER,90,c,SHUBHDEEP GROUP SEVA SANSTHAN,"62,Ghanchi colony,Bhagat ki Kothi,Jodhpur (Raj.), Pin-342001",RJ/2018/0214057,DR/RJ/BMR/01168,"10, 01, Near Vetanary Hospital, Near Main Road, Sindhari",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00018001/DRUGS/05-22/55728,2022-23,5/11/2022,151,0,0
61648,ODISHA,21,PURI,369,c,JAYA KISHAN YOUTH CLUB,"AT-JANKIAGARH, PO-GADASAHI
VIA-KANAS, DIST-PURI
ODISHA, 
PIN-752017",OR/2009/0012097,DR/OR/PUR/00821,"1220/2252, Total Building, Near Malud Market, Maleswari Road, Malud",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00005024/DRUGS/05-22/55731,2022-23,5/10/2022,180,0,0
61660,MAHARASHTRA,27,AKOLA,467,c,Purogami Bhhayuprasad Samaj Kalyan Vikas Vyayam Prasarak Sanstha,"Assistant Charity Commissioner
Amravati Division Amravati
Pin Code444601",MH/2016/0105113,DR/MH/AKO/00792,"222/5, 6, 98,99, Behind Dattadham Lawn, Hirpur Road, sirso, Murtizapur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00001488/DRUGS/05-22/55736,2022-23,5/6/2022,184,0,0
61662,ANDHRA PRADESH,28,WEST GODAVARI,523,c,devi educational society,"Devi Educational Societyposta telephone colonysubbarao petaTadepalligudemwest godavari distAndhra Pradeshpin no 534101, Pin-534101",AP/2016/0103133,DR/AP/WGI/01330,"4-33-9, ground floor, building, satya sai mandhir, subbaraopeta, satyasai school road, tadepalligudem",Outreach and Drop in Centres (ODIC),11,DRUGS,AP/AP/00005769/DRUGS/05-22/55738,2022-23,5/5/2022,4223,10,0
61668,ODISHA,21,BALESHWAR,346,c,PEACE BIRD OF CAPABILITY,"AT- AMARA, PO- ORANGI, VIA-  HALADIPADA, DIST- BALESHWAR,STATE- ORISSA, COUNTRY- INDIA, PIN- 756027
",OR/2009/0011295,DR/OR/BLW/00846,"AMARA, GROUND FLOOR, NH 60, AMARA, BALESHWAR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00000953/DRUGS/05-22/55744,2022-23,5/9/2022,185,0,0
61670,ANDHRA PRADESH,28,WEST GODAVARI,523,c,devi educational society,"Devi Educational Societyposta telephone colonysubbarao petaTadepalligudemwest godavari distAndhra Pradeshpin no 534101, Pin-534101",AP/2016/0103133,DR/AP/WGI/00852,"4-21-1044, ground and 1st floor, building, DS CHERUVU, p and t colony, gandhibomma center road, TOWN",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AP/AP/00005769/DRUGS/05-22/55746,2022-23,5/5/2022,192,0,0
61676,ANDHRA PRADESH,28,NELLORE,515,c,Health Care and Social Welfare Society,"D.NO. 24/825
BATWADIPALEM
MULAPETA
NELLORE-524004",AP/2010/0025744,DR/AP/NEL/00177,"24-2-129, Nirupama IRCA , Nirupama IRCA Buildings, Opposite Telugu Baptist Church, Batwadipalem, Shantinagar Extension, Nellore City",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AP/AP/00003617/DRUGS/05-22/55749,2022-23,5/11/2022,179,27,0
61678,ANDHRA PRADESH,28,PRAKASAM,517,c,Health Care and Social Welfare Society,"D.NO. 24/825
BATWADIPALEM
MULAPETA
NELLORE-524004",AP/2010/0025744,DR/AP/PRA/01044,"34-63-367, G+2,  Building, Opp Keerthi Medicals, Gandhi Nagar,  M.M. Road  4th Street, Ongole",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AP/AP/00003617/DRUGS/05-22/55751,2022-23,5/11/2022,185,0,0
61682,MANIPUR,14,KAKCHING,711,c,Social Development and Rehabilitation Council,Phouden PO Thoubal District Manipur 795138 ,MN/2011/0041566,DR/MN/KKC/01081,"143, Ground floor, Loushipat, Imphal Burma Road, Kakching",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MN/MN/00004669/DRUGS/05-22/55755,2022-23,5/10/2022,20,0,0
61685,UTTAR PRADESH,9,PRAYAGRAJ,120,c,GRAMOTTHAN JAN SEWA SANSTHAN ,"GRAMOTTHAN JAN SEWA SANSTHAN 
82B/4 RASOOLABAD, ALLAHABAD
PIN 211004",UP/2014/0072258,DR/UP/ALB/00489,"82 F , GROUND FLOOR, RASOOLABAD , RASOOLABAD GHAT , MEHDAURI, RASOOLABAD ROAD, PRAYAGRAJ",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,UP/UP/00003817/DRUGS/05-22/55758,2022-23,5/9/2022,884,319,0
61710,MIZORAM,15,AIZAWL,261,c,Agape Moral Reformation Organisation,"R.Z.Lalbuaia Building, Venghlui, Republic, Aizawl, Mizoram 796001",MZ/2016/0102862,DR/MZ/AIZ/01489,"T 74, 3rd Floor, Building, Below Aizawl Deputy Commissioner office, T Section, Venghlui, Republic Road, Aizawl",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00000445/DRUGS/05-22/55775,2022-23,5/11/2022,432,3,0
61713,KARNATAKA,29,KODAGU,541,c,Sri Shakthi Association ,"Sri Shakthi Association (R)
Guttur Colony,
Harihar-577 601,
Davangere Dist,
Karnataka State.",KA/2009/0023790,DR/KA/KDG/01091,"308/1, 2, BUILDING, NEAR BLUE MOON PETROL BUNK , YOGANANDA BADAVANE , BAICHANAHALLI , KUSHALNAGARA",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00000262/DRUGS/05-22/55778,2022-23,5/11/2022,187,2,0
61717,MAHARASHTRA,27,CHANDRAPUR,473,c,Janhitay Mandal,Dr S Paliwal Polyclinic  RHI Bypass Road Junona Chowk Babupeth Chandrapur 442 402,MH/2016/0099113,DR/MH/CPR/00512,"5/3, Ground , Vesanmukti Kendra , Behind Mahakili Temple, Mahakali Ward, Behind Mahakili Temple, Chandrapur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00002184/DRUGS/05-22/55782,2022-23,5/8/2022,146,0,0
61720,KARNATAKA,29,DAVANGERE,535,c,Sri Shakthi Association ,"Sri Shakthi Association (R)
Guttur Colony,
Harihar-577 601,
Davangere Dist,
Karnataka State.",KA/2009/0023790,DR/KA/DAV/01090,"29, 1, BUILDING , BHEEMA NAGARA, BHEEM NAGARA, HARIHARA DAVANAGERE ROAD, HARIHARA",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00000262/DRUGS/05-22/55785,2022-23,5/11/2022,384,0,0
61726,ANDHRA PRADESH,28,VISAKHAPATNAM,520,c,Green Valley Foundation,"Green Valley Foundation,HIG-732, Midilapuri Vuda Colony,Madhurwada,Visakhapatnam-530041, Pin-530041",AP/2016/0104973,DR/AP/VSK/01662,"1-50/9/6, 1st Floor, Plot No 5,7/9, Opposite Cricket Stadium, Sundar Nagar, Revenue Ward-5,PM Palem, Visakhapatnam",SLCA,12,DRUGS,AP/AP/00003309/DRUGS/05-22/55791,2022-23,5/20/2022,1205,585,0
61755,PUNJAB,3,LUDHIANA,36,c,DR. DWARKA NATH KOTNIS HEALTH & EDUCATION CENTRE,"Salem Tabri, Pin-141008",PB/2019/0241593,DR/PB/LDH/00565,"24, First, building, CHAWLA NURSING HOME, Janta Colony, ST NO 1, LUDHIANA",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,PB/PB/00021613/DRUGS/05-22/55802,2022-23,5/10/2022,692,411,0
61761,TAMIL NADU,33,KANNIYAKUMARI (HQ: NAGERCOLI),575,c,ATHENCOTTASAN MUTHAMIZH KAZHAGAM AMK,MONDAIKADU 629252,TN/2009/0000622,DR/TN/KNY/01495,"7/46B, NADUVOORKARAIROAD, NEAR ST FESTIVEL BUS STAND, MANDAIKADU, KANYAKUMARI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00000075/DRUGS/05-22/55808,2022-23,5/9/2022,252,0,0
61773,WEST BENGAL,19,KOLKATA,315,c,The Calcutta Samaritans,"48 Ripon Street, Kolkata 700016",WB/2010/0031872,DR/WB/KLK/00003,"40-B , Ground floor, 40-B Garfa Main Road, SD 8 Bus Terminus , Kasba- Haltu, Garfa Main Road, Kolkata ",SLCA,12,DRUGS,WB/WB/00000557/DRUGS/05-22/55813,2022-23,5/8/2022,47,17,0
61774,MADHYA PRADESH,23,DATIA,401,c,Ahinsha Mahila Bal  Kalyan Swasthy Shiksha  Prasar Samiti ,18A Pritam vihar colony University road thatipur Gwalior M.P. Post - RK Puri Pin- 474011 ,MP/2014/0075877,DR/MP/DAT/01524,"NA, Ground, Bundela Colony, Near Gurunanak Colony , Guruvatika Ashram  Datia , Near Gurunanak Colony , Datia",Outreach and Drop in Centres (ODIC),11,DRUGS,MP/MP/00002968/DRUGS/05-22/55814,2022-23,5/10/2022,2791,1586,1
